,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
2084.0,0.468926,0.446114,0.36385199999999995,0.17937799999999998,0.154141,0.14849199999999999,0.096499,0.090999,0.448222,0.467351,0.451668,0.44859299999999996,0.268997,0.257731,0.308043,0.32059600000000005,0.16686800000000002,0.317137,0.36963900000000005,0.219422,0.49351599999999995,0.466235,0.46969,0.443395,0.38366100000000003,0.496372,0.269737,0.17944500000000002,0.17332699999999998,0.196241,0.373619,0.28732199999999997,0.279024,0.322891,0.45378300000000005,0.453643,0.41545000000000004,0.424801,0.145598,0.157863,0.139883,0.19727499999999998,0.167274,0.157994,0.15998300000000001,0.16332000000000002,1.001061,1.0005549999999999,0.584475,0.998989,0.998609,0.9995539999999999
2085.0,0.46905,0.446809,0.363823,0.179284,0.15404199999999998,0.148699,0.095988,0.091049,0.448292,0.467493,0.452164,0.44893099999999997,0.268827,0.257347,0.308304,0.32095300000000004,0.16726500000000002,0.316464,0.369829,0.21973199999999998,0.493309,0.466335,0.47024299999999997,0.44371099999999997,0.383624,0.49635199999999996,0.269662,0.17907800000000001,0.173853,0.196846,0.373901,0.286919,0.27893999999999997,0.322417,0.45419800000000005,0.453517,0.41541200000000006,0.42487400000000003,0.145169,0.158039,0.139693,0.197085,0.167376,0.158743,0.16002,0.163667,1.001279,1.001226,0.585029,0.998561,0.9978159999999999,0.999132
2086.0,0.46949399999999997,0.446922,0.363941,0.179346,0.153856,0.14852100000000001,0.095762,0.09084199999999999,0.448153,0.467648,0.45258499999999996,0.449238,0.268657,0.257121,0.308519,0.321329,0.16707,0.316331,0.369838,0.21970800000000001,0.493198,0.46647500000000003,0.47042700000000004,0.44379199999999996,0.383684,0.496177,0.269774,0.17879699999999998,0.17397500000000002,0.19715699999999997,0.37400100000000003,0.287008,0.27875900000000003,0.32234,0.454164,0.453326,0.415482,0.42509399999999997,0.144961,0.157733,0.139538,0.197103,0.167377,0.15889799999999998,0.159849,0.163738,1.001197,1.001481,0.585163,0.998125,0.9973139999999999,0.9987659999999999
2087.0,0.47023600000000004,0.446423,0.36416899999999996,0.179586,0.15351499999999998,0.147945,0.095818,0.09032899999999999,0.447716,0.467781,0.452952,0.449521,0.268425,0.256977,0.30869800000000003,0.321801,0.166235,0.316674,0.36963900000000005,0.219342,0.493212,0.466684,0.47028,0.443647,0.38384,0.495828,0.270057,0.178509,0.17366800000000002,0.197153,0.3739,0.287601,0.278447,0.32265,0.453616,0.452975,0.415687,0.425441,0.144929,0.156885,0.13938599999999998,0.19730799999999998,0.16728400000000002,0.158521,0.159429,0.163569,1.0008249999999999,1.001363,0.584847,0.997607,0.996995,0.99842
2088.0,0.470999,0.445974,0.364499,0.179706,0.15338100000000002,0.147344,0.09579,0.08992599999999999,0.4474,0.46793799999999997,0.45323099999999994,0.449764,0.268292,0.256931,0.308816,0.322089,0.165507,0.31705,0.36945,0.218943,0.493095,0.46676900000000004,0.47001600000000004,0.443462,0.384012,0.49548299999999995,0.270409,0.178379,0.173373,0.197243,0.373855,0.288116,0.27822399999999997,0.32292299999999996,0.453249,0.452871,0.415728,0.425734,0.14491300000000001,0.156179,0.139291,0.19750199999999998,0.16715699999999997,0.157987,0.15914,0.163239,1.000394,1.001003,0.584566,0.9972629999999999,0.9969870000000001,0.9981140000000001
2089.0,0.471721,0.445939,0.36501300000000003,0.179431,0.15385,0.146862,0.09536,0.089932,0.447521,0.468206,0.453381,0.449961,0.268417,0.257067,0.308838,0.321945,0.165363,0.317254,0.369432,0.21864999999999998,0.49259099999999995,0.46657,0.469733,0.443269,0.384224,0.495232,0.27079000000000003,0.178615,0.173351,0.197754,0.37406799999999996,0.288169,0.27823899999999996,0.322927,0.45357,0.45338999999999996,0.41531399999999996,0.425882,0.144849,0.15607300000000002,0.13933500000000001,0.197662,0.166996,0.157391,0.159307,0.16268999999999997,0.9999939999999999,1.000299,0.5845940000000001,0.99733,0.997568,0.9978140000000001
2090.0,0.472386,0.446126,0.36562199999999995,0.17897400000000002,0.154595,0.146461,0.09477600000000001,0.09015000000000001,0.44787,0.468507,0.453435,0.450111,0.26868400000000003,0.25731000000000004,0.308796,0.32154699999999997,0.16551200000000002,0.317386,0.369476,0.21840800000000002,0.491906,0.466203,0.469381,0.443093,0.384421,0.495034,0.271215,0.179049,0.173451,0.198445,0.374394,0.288006,0.278399,0.322789,0.45423699999999995,0.45425400000000005,0.414677,0.42593200000000003,0.14476699999999998,0.156275,0.13944499999999999,0.197754,0.166821,0.156735,0.159689,0.16201100000000002,0.999597,0.9994029999999999,0.5847789999999999,0.997633,0.998479,0.9975740000000001
2091.0,0.472632,0.446595,0.366031,0.17876799999999998,0.154869,0.146427,0.09453099999999999,0.090362,0.448206,0.46862299999999996,0.45344999999999996,0.450188,0.268889,0.257456,0.308766,0.32116300000000003,0.165766,0.317355,0.369429,0.218376,0.491483,0.46584800000000004,0.46899,0.44323500000000005,0.384302,0.494962,0.271644,0.17931,0.173629,0.198906,0.37459000000000003,0.287857,0.278639,0.322492,0.454829,0.454976,0.4143,0.425856,0.144618,0.15653,0.139435,0.19741599999999998,0.16677299999999998,0.156409,0.15986599999999998,0.161581,0.999349,0.9989870000000001,0.585133,0.997869,0.9989910000000001,0.997646
2092.0,0.472248,0.447468,0.36619,0.178891,0.154503,0.146924,0.094664,0.09062200000000001,0.44854999999999995,0.46842,0.453358,0.45016399999999995,0.268993,0.257436,0.308691,0.32067500000000004,0.16625199999999998,0.317048,0.369235,0.218643,0.49137300000000006,0.465407,0.468559,0.44386600000000004,0.38373199999999996,0.495084,0.272117,0.1793,0.17393799999999998,0.199062,0.374564,0.287641,0.279053,0.321863,0.45541699999999996,0.45557699999999995,0.414177,0.425552,0.144324,0.15690099999999998,0.13927699999999998,0.196355,0.16688,0.156527,0.15982,0.161418,0.999323,0.999191,0.58575,0.9980370000000001,0.999043,0.9981709999999999
2093.0,0.47187199999999996,0.448388,0.366252,0.179094,0.154027,0.147466,0.09505000000000001,0.090779,0.448854,0.468309,0.45336,0.450118,0.26912800000000003,0.257469,0.30874,0.320427,0.166601,0.316807,0.369071,0.218946,0.49141599999999996,0.465169,0.468081,0.44446599999999997,0.38311999999999996,0.49520000000000003,0.272516,0.17932700000000001,0.174226,0.199146,0.374604,0.287597,0.279363,0.321426,0.455805,0.456016,0.414318,0.425325,0.144125,0.157218,0.139063,0.19546399999999997,0.167056,0.15674200000000002,0.159617,0.161466,0.999303,0.999577,0.586355,0.9981610000000001,0.9988429999999999,0.99872
2094.0,0.472093,0.449069,0.36626,0.179236,0.153802,0.147641,0.09580899999999999,0.090617,0.449017,0.468708,0.453692,0.450073,0.26940200000000003,0.25777,0.309149,0.320858,0.16633199999999998,0.316998,0.369124,0.21907800000000002,0.491616,0.465576,0.467553,0.444602,0.38280000000000003,0.495152,0.272679,0.179678,0.174329,0.199268,0.37501399999999996,0.288095,0.279234,0.32179699999999994,0.455643,0.456129,0.414924,0.425505,0.144338,0.157273,0.138828,0.195624,0.16729500000000003,0.15678699999999998,0.159193,0.16182,0.9990600000000001,0.9999079999999999,0.5866669999999999,0.998196,0.9984099999999999,0.998944
2095.0,0.472634,0.449626,0.366216,0.179369,0.153676,0.147633,0.096829,0.09025,0.449092,0.46940600000000005,0.454233,0.450033,0.269761,0.25823,0.309787,0.32173999999999997,0.165698,0.317436,0.369297,0.21912600000000002,0.49194200000000005,0.46637700000000004,0.466978,0.444465,0.38262599999999997,0.49500700000000003,0.272696,0.18020499999999998,0.174326,0.199393,0.375634,0.288929,0.27883800000000003,0.322654,0.455127,0.456011,0.41586,0.425927,0.14479,0.157163,0.138565,0.196405,0.16758099999999998,0.156777,0.158601,0.16240300000000002,0.998711,1.000262,0.586821,0.9981699999999999,0.9977670000000001,0.9989919999999999
2096.0,0.47309399999999996,0.449956,0.366382,0.179399,0.153645,0.14758100000000002,0.09726800000000001,0.089967,0.449227,0.469959,0.454716,0.45022599999999996,0.270077,0.25857800000000003,0.31024799999999997,0.322545,0.165362,0.317712,0.369328,0.219067,0.49198099999999995,0.46673000000000003,0.46635899999999997,0.444151,0.382509,0.49473100000000003,0.272861,0.180534,0.174336,0.1997,0.376048,0.289419,0.278589,0.32317500000000005,0.45486800000000005,0.455974,0.41647399999999996,0.426242,0.144899,0.156989,0.138369,0.197042,0.167662,0.156798,0.158182,0.162744,0.998554,1.00034,0.587028,0.998201,0.99726,0.998868
2097.0,0.473431,0.44995399999999997,0.36686100000000005,0.179187,0.153771,0.147451,0.096753,0.08979799999999999,0.449462,0.470285,0.45509900000000003,0.450781,0.270325,0.258719,0.310413,0.32329300000000005,0.16555599999999998,0.317699,0.369129,0.218854,0.491545,0.466353,0.465617,0.44355100000000003,0.382425,0.494315,0.273246,0.18058800000000003,0.174385,0.200349,0.37616,0.28931999999999997,0.278575,0.323129,0.455002,0.456055,0.41655299999999995,0.426302,0.14441700000000002,0.15668100000000001,0.13828200000000002,0.197471,0.167398,0.15690300000000001,0.158022,0.162704,0.9986459999999999,0.9999509999999999,0.587327,0.9983240000000001,0.996921,0.9984470000000001
2098.0,0.47368699999999997,0.449838,0.367456,0.179028,0.153916,0.147337,0.096,0.089718,0.449728,0.47050800000000004,0.45543999999999996,0.45144100000000004,0.270544,0.258831,0.31049299999999996,0.32386899999999996,0.165853,0.317623,0.368861,0.218591,0.49099600000000004,0.465756,0.464925,0.442917,0.382418,0.493776,0.273729,0.180487,0.17443,0.201009,0.376126,0.289083,0.278652,0.32292000000000004,0.455308,0.45621,0.416483,0.42639200000000005,0.14382,0.156406,0.138223,0.197733,0.167065,0.15698700000000002,0.157974,0.16253,0.998897,0.999482,0.587663,0.9984780000000001,0.996726,0.9980070000000001
2099.0,0.473769,0.449818,0.36801,0.17936699999999997,0.153889,0.147436,0.095747,0.089795,0.449971,0.470651,0.455737,0.451941,0.270739,0.259102,0.310656,0.32393099999999997,0.165833,0.31768799999999997,0.368651,0.218396,0.49072899999999997,0.465364,0.46454,0.44264600000000004,0.382558,0.493112,0.27425499999999997,0.180249,0.174421,0.201267,0.37599699999999997,0.289122,0.278752,0.322857,0.455677,0.456477,0.41661299999999996,0.426852,0.143597,0.156442,0.138081,0.197652,0.166962,0.15693,0.157947,0.16241599999999998,0.999291,0.9993940000000001,0.588053,0.998619,0.996768,0.997949
2100.0,0.47365999999999997,0.449803,0.368588,0.18016300000000002,0.153729,0.147728,0.09583,0.090035,0.450201,0.47069000000000005,0.455982,0.452355,0.270894,0.259509,0.31085799999999997,0.323518,0.165581,0.317853,0.368452,0.21823399999999998,0.490666,0.465056,0.46442700000000003,0.442675,0.382855,0.492308,0.274866,0.179833,0.174355,0.201203,0.375722,0.289331,0.278902,0.322857,0.45615,0.45685899999999996,0.41686700000000004,0.427643,0.143639,0.156746,0.137863,0.197242,0.167018,0.156759,0.157973,0.162314,0.9998560000000001,0.999597,0.5885199999999999,0.9987619999999999,0.997053,0.9982030000000001
2101.0,0.473749,0.450086,0.368992,0.180675,0.153562,0.147893,0.095884,0.090214,0.450456,0.47079099999999996,0.456248,0.452674,0.27113600000000004,0.25979800000000003,0.311067,0.323145,0.165393,0.317969,0.36837600000000004,0.218141,0.49051,0.464876,0.464259,0.44256799999999996,0.383042,0.491496,0.275327,0.179566,0.17439,0.20113399999999998,0.375647,0.28962299999999996,0.279024,0.32289900000000005,0.45661799999999997,0.457234,0.417057,0.428272,0.143702,0.15701299999999999,0.137787,0.19682,0.167119,0.15652,0.157999,0.16218900000000003,1.000368,0.999753,0.588823,0.998891,0.997289,0.998398
2102.0,0.47430999999999995,0.45096400000000003,0.369016,0.18043900000000002,0.153384,0.147732,0.095736,0.09023500000000001,0.450792,0.471081,0.45659,0.452805,0.271633,0.259835,0.311292,0.323016,0.165407,0.317977,0.36859299999999995,0.21817599999999998,0.490083,0.464994,0.46391,0.44206,0.382945,0.49068199999999995,0.275422,0.179646,0.17465,0.201161,0.37599699999999997,0.29004,0.279039,0.323027,0.45701300000000006,0.457548,0.417053,0.42847799999999997,0.14369400000000002,0.157134,0.13802199999999998,0.19652,0.16728,0.15615199999999999,0.157949,0.16200299999999998,1.000771,0.999661,0.588735,0.999002,0.9973390000000001,0.998361
2103.0,0.47507,0.452102,0.36889299999999997,0.179895,0.153241,0.147428,0.095532,0.09016500000000001,0.451137,0.471432,0.45695099999999994,0.45287900000000003,0.272182,0.259735,0.311511,0.323005,0.16551300000000002,0.317915,0.368892,0.218267,0.489555,0.465182,0.463455,0.441399,0.382729,0.489904,0.275389,0.179895,0.175007,0.201238,0.37656500000000004,0.29049600000000003,0.27903500000000003,0.323174,0.45739199999999997,0.45783999999999997,0.416992,0.428484,0.143676,0.157166,0.13839,0.19625399999999998,0.16744499999999998,0.155756,0.157917,0.16180499999999998,1.001064,0.999512,0.588511,0.999093,0.9973050000000001,0.998226
2104.0,0.475668,0.45293700000000003,0.369036,0.17959,0.153332,0.147185,0.09538600000000001,0.08999399999999999,0.451341,0.471655,0.457241,0.45321300000000003,0.27238,0.25958200000000003,0.31165400000000004,0.323174,0.16564900000000002,0.317781,0.36885100000000004,0.21828499999999998,0.489132,0.464918,0.462849,0.440884,0.382588,0.489353,0.275629,0.18013300000000002,0.175262,0.20146999999999998,0.377117,0.290751,0.279181,0.32317100000000004,0.457827,0.45813299999999996,0.41708199999999995,0.42847900000000005,0.143637,0.157021,0.138622,0.196022,0.16740300000000002,0.15559,0.15810000000000002,0.161692,1.001075,0.999546,0.588596,0.999132,0.997207,0.9980549999999999
2105.0,0.47615900000000005,0.45352400000000004,0.36949,0.179499,0.153729,0.146967,0.095241,0.089663,0.451388,0.471717,0.457438,0.45388399999999995,0.272165,0.259296,0.311687,0.323585,0.165869,0.317585,0.36845,0.21823499999999998,0.488785,0.464061,0.462022,0.440472,0.38249299999999997,0.489073,0.276187,0.18041000000000001,0.175408,0.20193000000000003,0.37771,0.290821,0.279526,0.32299,0.458372,0.458458,0.417324,0.428407,0.143554,0.15661,0.138765,0.195807,0.16712700000000003,0.155652,0.158561,0.16165700000000002,1.000772,0.999767,0.589008,0.9990829999999999,0.996997,0.997801
2106.0,0.476487,0.45388599999999996,0.369927,0.179496,0.154093,0.14682,0.095261,0.08939399999999999,0.451394,0.47180999999999995,0.45765500000000003,0.45448500000000003,0.271918,0.259138,0.311757,0.32398299999999997,0.16599799999999998,0.31729199999999996,0.367933,0.21814699999999998,0.488542,0.46332700000000004,0.46124299999999996,0.440197,0.38247,0.48883200000000004,0.27674299999999996,0.18061800000000003,0.17554999999999998,0.20231300000000002,0.37823300000000004,0.290742,0.27982399999999996,0.322796,0.458801,0.458697,0.41763399999999995,0.428402,0.143517,0.156289,0.138758,0.195669,0.16680399999999998,0.15584699999999999,0.158997,0.161688,1.000337,1.0000660000000001,0.589505,0.999092,0.996848,0.997614
2107.0,0.476511,0.453898,0.37012,0.179586,0.154151,0.14686,0.095709,0.089405,0.451396,0.472091,0.458004,0.454683,0.271876,0.259391,0.311996,0.324142,0.16584700000000002,0.316823,0.367393,0.217975,0.488514,0.463343,0.46073300000000006,0.44013599999999997,0.38260399999999994,0.488448,0.277065,0.18063700000000002,0.175764,0.202315,0.378553,0.290454,0.279849,0.32272199999999995,0.458892,0.45872100000000005,0.41802799999999996,0.42866,0.14366500000000001,0.156417,0.138452,0.195694,0.16653400000000002,0.156214,0.159207,0.161819,0.999799,1.000466,0.5899949999999999,0.999358,0.9969509999999999,0.997693
2108.0,0.476314,0.45364800000000005,0.37017000000000005,0.179747,0.154032,0.147009,0.09641999999999999,0.08958500000000001,0.451395,0.47247999999999996,0.458422,0.454639,0.271948,0.259905,0.312336,0.324174,0.165515,0.316233,0.366815,0.217765,0.488626,0.463789,0.460391,0.440251,0.38283900000000004,0.48801,0.277263,0.180524,0.17601299999999998,0.2021,0.378736,0.290009,0.279721,0.32270200000000004,0.45876100000000003,0.458602,0.41847,0.42906500000000003,0.143908,0.156801,0.137942,0.195827,0.166285,0.156698,0.159268,0.16202100000000003,0.9991880000000001,1.00092,0.590495,0.999756,0.997201,0.997919
2109.0,0.47618499999999997,0.453579,0.370105,0.17972100000000002,0.153855,0.146953,0.09676299999999999,0.08971399999999999,0.451612,0.472863,0.45876399999999995,0.454559,0.27227799999999996,0.260364,0.312658,0.324241,0.16523700000000002,0.315784,0.366514,0.217833,0.48856499999999997,0.464118,0.46015999999999996,0.440451,0.382941,0.48760800000000004,0.277431,0.180334,0.176246,0.20203600000000002,0.378887,0.289746,0.279699,0.32264400000000004,0.458658,0.45854500000000004,0.418624,0.429276,0.143877,0.157025,0.137599,0.19587900000000003,0.166206,0.156845,0.159055,0.162118,0.9989919999999999,1.000969,0.590727,0.9998480000000001,0.997326,0.9978969999999999
2110.0,0.476188,0.45382,0.369889,0.179467,0.153553,0.146631,0.096661,0.08979,0.452136,0.473297,0.459022,0.454444,0.273032,0.260859,0.313002,0.32441400000000004,0.165088,0.315548,0.36660899999999996,0.21837900000000002,0.488308,0.464345,0.460168,0.44082,0.38290599999999997,0.487305,0.277592,0.180043,0.176494,0.20220400000000002,0.37905099999999997,0.289724,0.279827,0.32250500000000004,0.458628,0.458588,0.41836300000000004,0.42924799999999996,0.143456,0.157116,0.1375,0.195825,0.16642700000000002,0.15657,0.158452,0.16214800000000001,0.9993120000000001,1.000434,0.590623,0.999569,0.997284,0.997483
2111.0,0.476147,0.454009,0.369633,0.17911200000000002,0.15331799999999998,0.146221,0.096352,0.089825,0.452706,0.473619,0.459219,0.45429699999999995,0.273731,0.261137,0.313255,0.32449599999999995,0.164859,0.315317,0.36675199999999997,0.218829,0.48792700000000006,0.46443100000000004,0.460046,0.441121,0.382752,0.48692599999999997,0.277686,0.179728,0.17667000000000002,0.202374,0.37910699999999997,0.289769,0.279975,0.32240800000000003,0.45854700000000004,0.458626,0.418054,0.429112,0.142987,0.157003,0.13742200000000002,0.195734,0.16657699999999998,0.156129,0.157806,0.162012,0.999845,0.99984,0.590388,0.9991160000000001,0.9971939999999999,0.997088
2112.0,0.475841,0.453777,0.369412,0.178692,0.153414,0.145785,0.095894,0.089781,0.45307000000000003,0.47356099999999995,0.459308,0.454106,0.273824,0.260759,0.31323,0.324214,0.16426,0.314851,0.36658900000000005,0.218535,0.48737600000000003,0.46415999999999996,0.459303,0.44107300000000005,0.382412,0.486245,0.277646,0.179449,0.17660299999999998,0.202317,0.378849,0.28973299999999996,0.280009,0.322475,0.458266,0.45853700000000003,0.41798900000000005,0.428875,0.142751,0.156423,0.137153,0.195635,0.16622299999999998,0.155611,0.157418,0.161486,1.000435,0.9996639999999999,0.5901230000000001,0.998531,0.9971129999999999,0.997114
2113.0,0.475336,0.453244,0.369193,0.17818699999999998,0.153756,0.145291,0.09525299999999999,0.089671,0.45331499999999997,0.47320500000000004,0.459301,0.45386899999999997,0.273493,0.259862,0.312986,0.323652,0.16337800000000002,0.314226,0.366236,0.21771100000000002,0.48666200000000004,0.463595,0.458098,0.440772,0.38190399999999997,0.485334,0.27749199999999996,0.17918199999999998,0.176342,0.202106,0.37833599999999995,0.289665,0.27997,0.32266399999999995,0.457829,0.458355,0.418059,0.428523,0.142647,0.155452,0.136762,0.195515,0.165506,0.154971,0.15717599999999998,0.160636,1.001148,0.9997400000000001,0.589783,0.9977849999999999,0.997017,0.9974240000000001
2114.0,0.47517699999999996,0.45291400000000004,0.369199,0.177879,0.153972,0.14513600000000001,0.094925,0.089593,0.453613,0.473097,0.459458,0.453852,0.273353,0.259274,0.312879,0.323415,0.16293600000000003,0.31390999999999997,0.36606099999999997,0.21714,0.48619100000000004,0.46333399999999997,0.457154,0.44040599999999996,0.381507,0.48460099999999995,0.277364,0.17906199999999997,0.176362,0.202098,0.378169,0.289747,0.28013899999999997,0.322913,0.457605,0.45841299999999996,0.418385,0.42850499999999997,0.142661,0.154855,0.136533,0.19544599999999998,0.16499199999999997,0.154763,0.157246,0.160046,1.00157,0.999884,0.589704,0.997392,0.997017,0.997673
2115.0,0.47560800000000003,0.45289999999999997,0.369607,0.17788299999999999,0.15391,0.145631,0.095217,0.089543,0.45404200000000006,0.47347900000000004,0.45986899999999997,0.454165,0.27366,0.259229,0.313067,0.323793,0.163374,0.31420000000000003,0.366284,0.217077,0.486172,0.463739,0.456753,0.43993699999999997,0.38126,0.484206,0.277225,0.17915,0.17698,0.202428,0.378633,0.290106,0.280743,0.323219,0.457767,0.45886699999999997,0.41914700000000005,0.429059,0.14288399999999998,0.15498900000000002,0.136595,0.19548200000000002,0.164876,0.155412,0.157905,0.159933,1.001523,1.000129,0.590054,0.997702,0.997208,0.997808
2116.0,0.47633699999999995,0.453149,0.37014800000000003,0.178075,0.153753,0.146305,0.095693,0.089563,0.454501,0.474057,0.460449,0.45468600000000003,0.274103,0.259542,0.31335999999999997,0.324421,0.164071,0.31467,0.36658499999999994,0.217274,0.48633499999999996,0.46429499999999996,0.456577,0.43949599999999994,0.381183,0.48396700000000004,0.277194,0.17937899999999998,0.17773,0.202949,0.379372,0.290554,0.281433,0.323577,0.458097,0.459525,0.42003999999999997,0.42987499999999995,0.14314,0.15540900000000002,0.136787,0.195545,0.16496,0.156275,0.15867699999999998,0.160068,1.001206,1.000365,0.590623,0.998201,0.997443,0.9978239999999999
2117.0,0.47718200000000005,0.453837,0.370503,0.17839200000000002,0.15365399999999999,0.146575,0.095862,0.089789,0.45489199999999996,0.47463,0.46120300000000003,0.455403,0.274434,0.260335,0.313619,0.32500100000000004,0.164325,0.31485,0.36658,0.21769,0.486445,0.46441000000000004,0.456428,0.439382,0.381471,0.48382,0.27755199999999997,0.17974,0.178064,0.203628,0.38010800000000006,0.29088,0.281793,0.32398699999999997,0.458418,0.46029000000000003,0.420668,0.43068399999999996,0.143106,0.155728,0.137006,0.19554,0.165175,0.15654500000000002,0.158845,0.160354,1.000706,1.0003140000000001,0.591221,0.998255,0.997549,0.99752
2118.0,0.478242,0.454978,0.37075600000000003,0.178861,0.153582,0.146576,0.095837,0.09021699999999999,0.45524299999999995,0.475286,0.462158,0.45637500000000003,0.274724,0.261655,0.313896,0.325638,0.164298,0.314855,0.366348,0.21838000000000002,0.486576,0.46421,0.45637099999999997,0.439546,0.382125,0.483831,0.27827,0.180261,0.178112,0.20451799999999998,0.380943,0.291147,0.281935,0.32447200000000004,0.458799,0.461244,0.421146,0.431583,0.142823,0.156048,0.137308,0.19549,0.16556,0.156391,0.15854,0.160845,0.999952,1.000002,0.591903,0.997989,0.997576,0.996887
2119.0,0.47896700000000003,0.455937,0.370873,0.179313,0.153488,0.146432,0.09571400000000001,0.09052199999999999,0.455538,0.475639,0.46299300000000004,0.457002,0.27489399999999997,0.262646,0.314031,0.32601199999999997,0.16413699999999998,0.314696,0.366081,0.21885000000000002,0.486555,0.463924,0.456203,0.439696,0.382588,0.483493,0.278887,0.180644,0.177982,0.205138,0.38152299999999995,0.291267,0.281816,0.324814,0.45899900000000005,0.46179400000000004,0.421326,0.432242,0.142705,0.156283,0.13738,0.195421,0.16586800000000002,0.15615,0.15828,0.161209,0.9994710000000001,0.999867,0.5925630000000001,0.9977370000000001,0.997471,0.996539
2120.0,0.47890099999999997,0.456336,0.370698,0.179631,0.15329800000000002,0.146064,0.095438,0.090559,0.45575699999999997,0.47524500000000003,0.463577,0.45677,0.274819,0.262785,0.31380800000000003,0.32583,0.163765,0.314169,0.365775,0.21877400000000002,0.486205,0.46354399999999996,0.455745,0.439724,0.38252600000000003,0.48229900000000003,0.279128,0.180684,0.177544,0.20515699999999998,0.38152500000000006,0.291025,0.281198,0.324814,0.458701,0.461424,0.420937,0.43236600000000003,0.14300100000000002,0.156325,0.136909,0.19525700000000001,0.165912,0.155853,0.158223,0.161193,0.9996290000000001,1.000221,0.593176,0.9976160000000001,0.9970829999999999,0.9969129999999999
2121.0,0.478524,0.45651600000000003,0.37044699999999997,0.179926,0.15311,0.145622,0.095113,0.090429,0.455923,0.47462200000000004,0.463987,0.456229,0.274651,0.262544,0.313492,0.325406,0.163334,0.31357199999999996,0.365495,0.21846,0.48572400000000004,0.46314900000000003,0.455184,0.43969299999999994,0.38223999999999997,0.48082099999999994,0.279242,0.180579,0.17701699999999998,0.204896,0.381296,0.290705,0.280412,0.32469000000000003,0.45828899999999995,0.46069099999999996,0.42031999999999997,0.432269,0.143484,0.15629400000000002,0.136248,0.19511900000000001,0.165881,0.155556,0.158306,0.161052,1.000072,1.00075,0.593736,0.997556,0.996614,0.997573
2122.0,0.478589,0.45685400000000004,0.37061,0.18037099999999998,0.153125,0.145548,0.095039,0.09013199999999999,0.456059,0.474729,0.464157,0.456272,0.27469,0.262445,0.3136,0.32524099999999995,0.16331199999999998,0.313633,0.36554400000000004,0.21829,0.485436,0.46308,0.45482799999999995,0.439567,0.38205599999999995,0.480069,0.279515,0.180595,0.176994,0.20476400000000003,0.38140500000000005,0.29094000000000003,0.280198,0.32481000000000004,0.458536,0.460499,0.420164,0.432453,0.143921,0.156415,0.13602499999999998,0.19532800000000003,0.16606300000000002,0.155617,0.158755,0.161179,1.0003549999999999,1.001009,0.594146,0.997589,0.996491,0.9978910000000001
2123.0,0.479126,0.45734600000000003,0.371276,0.18106000000000003,0.153357,0.145928,0.09528,0.08958,0.45614400000000005,0.47564700000000004,0.46399799999999997,0.45695399999999997,0.274966,0.262452,0.314178,0.32533700000000004,0.16383299999999998,0.314523,0.366048,0.218258,0.485332,0.46340000000000003,0.45473399999999997,0.439334,0.381967,0.480105,0.279982,0.18074,0.177575,0.20472200000000002,0.38190199999999996,0.291848,0.280593,0.325201,0.459593,0.460858,0.42051,0.432955,0.14442,0.15673299999999998,0.136297,0.195963,0.16652999999999998,0.156146,0.159753,0.16165,1.000539,1.001029,0.594401,0.997713,0.996733,0.997817
